,year,course_name,section,id,enrollments
521,2007-2008,Advanced diffusional separation processes,ChE,402,1
522,2007-2008,Advanced digital communications,COM,510,9
523,2007-2008,Advanced signal processing,EE,450,23
524,2007-2008,Advanced solid waste treatment,ENV,500,20
525,2007-2008,Algorithms,CS,250,57
526,2007-2008,Aménagements hydrauliques II,CIVIL,412,19
527,2007-2008,Analog circuits design I,EE,420,62
528,2007-2008,Analog circuits design II,EE,421,17
529,2007-2008,Analyse de produits et systèmes,MICRO,443,11
530,2007-2008,"Analyse du cycle de vie, écobilan",ENV,370,48
531,2007-2008,Applied machine learning,MICRO,455,20
532,2007-2008,Applied molecular quantum chemistry,CH,451,1
533,2007-2008,Architecture et construction de la ville I,AR,451,65
534,2007-2008,Architecture et construction de la ville II,AR,452,54
535,2007-2008,Art et histoire des jardins,AR,453,21
536,2007-2008,Assemblage et robotique TP,MICRO,442,16
537,2007-2008,Atoms and radiation,CH,360,13
538,2007-2008,Aérodynamique,ME,445,19
539,2007-2008,Barrages et ouvrages hydrauliques annexes,CIVIL,411,32
540,2007-2008,Bio-ingénierie des cours d'eau et milieux naturels,ENV,420,26
541,2007-2008,BioMEMS,MICRO,560,21
542,2007-2008,Bioanalytics and analytical sensors,CH,402,17
543,2007-2008,Biomaterials,BIOENG,442,14
544,2007-2008,Biometrics,EE,513,9
546,2007-2008,Biomicroscopy I,MICRO,561,7
547,2007-2008,Biomicroscopy II,MICRO,562,4
548,2007-2008,Biophysique I,PHYS,301,32
549,2007-2008,Cancer biology I,BIO,471,2
550,2007-2008,Cancer biology II,BIO,472,1
551,2007-2008,Capteurs,MICRO,330,49
552,2007-2008,Cavitation et phénomènes d'interface,ME,462,16
553,2007-2008,Cellular biology and biochemistry for engineers,BIO,105,12
554,2007-2008,Cellular signalling,CH,411,5
555,2007-2008,Cementitious materials (advanced),MSE,420,10
556,2007-2008,Chemical engineering of heterogenous reaction,ChE,403,3
557,2007-2008,Chemical processes of sustainable and renewable energy,ChE,406,2
558,2007-2008,Chimie des denrées alimentaires,ENG,433,3
559,2007-2008,Color reproduction,CS,441,7
560,2007-2008,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,510,30
561,2007-2008,Composants semiconducteurs,MICRO,312,47
562,2007-2008,Composites technology,MSE,440,14
563,2007-2008,Computational molecular biology,CS,551,11
564,2007-2008,Computer vision,CS,442,20
565,2007-2008,Computer-aided engineering,ME,417,38
566,2007-2008,Computer-supported cooperative work,CS,485,20
567,2007-2008,Conception pour X,ME,312,25
568,2007-2008,Corporate governance,MGT,552,10
569,2007-2008,Cryptography and security,COM,401,66
570,2007-2008,Design technologies for integrated systems,CS,472,13
571,2007-2008,Dielectric and optical properties of materials,MSE,480,3
572,2007-2008,Diffraction methods in structural biology,PHYS,437,15
573,2007-2008,Distributed algorithms,CS,451,67
574,2007-2008,Distributed information systems,CS,423,75
575,2007-2008,Droit : contrats et responsabilité professionnelle,ENV,466,43
576,2007-2008,Dynamical system theory for engineers,COM,502,17
577,2007-2008,Dynamique des structures,CIVIL,420,36
578,2007-2008,Dynamique moléculaire et simulation Monte-Carlo,CH,351,21
579,2007-2008,Eco-morphologie fluviale,ENV,418,34
580,2007-2008,Economie des transports,CIVIL,456,8
581,2007-2008,Economie hydraulique,CIVIL,441,20
582,2007-2008,Electronic spectroscopy,CH,444,3
583,2007-2008,Embedded systems,CS,473,20
584,2007-2008,Energétique du bâtiment,ENG,445,36
585,2007-2008,Enterprise and service-oriented architecture,CS,491,23
586,2007-2008,Esthétique des ouvrages de génie civil,CIVIL,476,28
587,2007-2008,Etudes d'impact,ENG,474,55
588,2007-2008,Experimental data analysis and modelization,MSE,400,9
589,2007-2008,Experimental molecular sciences,CH,490,4
590,2007-2008,Fabrication assistée par ordinateur,ME,416,44
591,2007-2008,Foundations of software,CS,452,29
592,2007-2008,Fracture mechanics,ME,432,14
593,2007-2008,Fundamentals of biomedical imaging,PHYS,438,28
594,2007-2008,Gestion de la maintenance des infrastructures,CIVIL,455,16
595,2007-2008,Gestion foncière et droit foncier,ENV,460,19
596,2007-2008,Global business environment,FIN,523,12
597,2007-2008,Géomécanique,CIVIL,402,16
598,2007-2008,HF and VHF circuits and techniques I,EE,425,68
599,2007-2008,Habitat et développement urbain,AR,465,42
600,2007-2008,Hardware systems modeling I,EE,432,56
601,2007-2008,Hardware systems modeling II,EE,433,11
602,2007-2008,Histoire de l'architecture VII,AR,423,103
603,2007-2008,Histoire de l'architecture VIII,AR,424,52
604,2007-2008,Human computer interaction,CS,486,21
605,2007-2008,Hydraulic turbomachines,ME,453,20
606,2007-2008,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,410,15
607,2007-2008,Hydrogeophysics,ENV,523,7
608,2007-2008,Hydrologie urbaine,ENV,417,24
609,2007-2008,Image analysis and pattern recognition,EE,451,18
610,2007-2008,Image and video processing,EE,550,13
611,2007-2008,Image communication,EE,551,9
612,2007-2008,Image processing I,MICRO,511,45
613,2007-2008,Image processing II,MICRO,512,34
614,2007-2008,Industrial automation,CS,487,9
615,2007-2008,Industrialisation,MICRO,343,48
616,2007-2008,Information technology and e-business strategy,MGT,439,13
617,2007-2008,Information theory and coding,COM,404,55
618,2007-2008,Integrated circuits technology,EE,532,4
619,2007-2008,Intelligent agents,CS,430,32
620,2007-2008,Interaction sol-structure,CIVIL,500,22
621,2007-2008,Introduction au génie chimique II,ChE,202,79
622,2007-2008,Introduction au génie chimique TP,ChE,203,61
623,2007-2008,Introduction to cellular and molecular biotechnology,BIOENG,430,53
624,2007-2008,Introduction to finance,FIN,401,12
625,2007-2008,Introduction to particle accelerators,PHYS,448,14
626,2007-2008,Introduction à la physique des astroparticules,PHYS,439,17
627,2007-2008,Laboratory information management systems (LIMS),CH,404,1
628,2007-2008,Lasers and applications in chemistry,CH,446,4
629,2007-2008,Mass spectrometry,CH,403,8
630,2007-2008,Materials for sport,MSE,473,13
631,2007-2008,Materials science,MSE,403,33
632,2007-2008,Materials selection,MSE,474,26
633,2007-2008,Mathematical modelling of DNA,MATH,481,12
634,2007-2008,Matériaux et structures,CIVIL,532,35
635,2007-2008,Media security,EE,552,13
636,2007-2008,Microelectronics,MICRO,432,12
637,2007-2008,Microelectronics for systems on chips,CS,474,11
638,2007-2008,Microwaves,EE,445,36
639,2007-2008,Mobile networks,COM,405,34
640,2007-2008,Mobile robots,MICRO,454,27
641,2007-2008,Modèles stochastiques pour les communications,COM,300,24
642,2007-2008,Modélisation et représentation informatique I,AR,411,58
643,2007-2008,Modélisation et représentation informatique II,AR,412,59
644,2007-2008,Molecular endocrinology,BIO,450,19
645,2007-2008,Mécanique vibratoire,ME,332,46
646,2007-2008,Méthodes de détection optique,MICRO,523,12
647,2007-2008,Méthodes de production,MICRO,340,49
648,2007-2008,Nanobiotechnology and biophysics,CH,413,70
649,2007-2008,Nanoelectronics,EE,535,55
650,2007-2008,Nanomaterials,MSE,477,13
651,2007-2008,Optics III,PHYS,449,17
652,2007-2008,Optique I,PHYS,317,41
653,2007-2008,Optique II,PHYS,318,23
654,2007-2008,Optique TP,MICRO,423,5
655,2007-2008,Organic semiconductors,MSE,478,7
656,2007-2008,"Organisation, économie et droit de la construction I",ENG,470,30
657,2007-2008,"Organisation, économie et droit de la construction II",ENG,471,14
658,2007-2008,Particle detection,PHYS,440,13
659,2007-2008,Particules élémentaires I,PHYS,415,19
660,2007-2008,Particules élémentaires II,PHYS,416,18
661,2007-2008,Pattern classification and machine learning,CS,433,24
662,2007-2008,Personal interaction studio,CS,489,22
663,2007-2008,Pharmacology and pharmacokinetics,BIO,478,5
664,2007-2008,Photochemistry I,CH,442,5
665,2007-2008,Physical models for micro and nanosystems,EE,536,42
666,2007-2008,Physique du solide III,PHYS,419,20
667,2007-2008,Physique moléculaire,CH,462,17
668,2007-2008,Planification intégrée des infrastructures d'énergie,CIVIL,442,5
669,2007-2008,Polyelectrolytes and biopolymers,ChE,412,2
670,2007-2008,Polymer chemistry and macromolecular engineering,MSE,437,5
671,2007-2008,Polymer morphological characterization techniques,MSE,451,9
672,2007-2008,Ponts en béton,CIVIL,430,14
673,2007-2008,Ponts en métal,CIVIL,431,14
674,2007-2008,Powder technology,MSE,462,12
675,2007-2008,Principles and applications of systems biology,ChE,411,4
676,2007-2008,Process development I,ChE,451,3
677,2007-2008,Process development II,ChE,452,4
678,2007-2008,Process development project,ChE,459,3
679,2007-2008,Quantum physics III,PHYS,425,35
680,2007-2008,Quantum physics IV,PHYS,426,23
681,2007-2008,Real-time embedded systems,CS,476,9
682,2007-2008,Real-time networks,COM,413,11
683,2007-2008,Reliability of MEMS,MICRO,533,8
684,2007-2008,Risk management,ENG,430,5
685,2007-2008,Risques hydrologiques et aménagements,ENV,524,44
686,2007-2008,Réseaux hydrauliques et énergétiques,CIVIL,445,10
687,2007-2008,Sciences de la ville I,AR,459,18
688,2007-2008,Sciences de la ville II,AR,460,6
689,2007-2008,Selected topics in nuclear and particle physics,PHYS,400,17
690,2007-2008,Seminar series on advances in materials,MSE,470,19
691,2007-2008,Signal processing for communications,COM,303,29
692,2007-2008,Simulation multi-corps assistée par ordinateur,ME,475,29
693,2007-2008,Sociologie urbaine,AR,489,1
694,2007-2008,Software-defined radio: a hands-on course,COM,511,5
695,2007-2008,Spatial statistics and analysis,ENG,440,47
696,2007-2008,Spectroscopie analytique,CH,460,1
697,2007-2008,Speech processing,EE,553,17
698,2007-2008,Statistical theories and electronic of solids,CH,441,1
699,2007-2008,Stem cell biology and technology,BIO,447,2
700,2007-2008,Structure and reactivity,CH,432,4
701,2007-2008,Structures complexes,AR,535,25
702,2007-2008,"Structures en béton, chapitres choisis",CIVIL,525,47
703,2007-2008,"Structures en métal, chapitres choisis",CIVIL,526,25
704,2007-2008,Structures existantes I : Sécurité et durabilité,CIVIL,436,36
705,2007-2008,Structures existantes II : Interventions,CIVIL,437,26
706,2007-2008,Student seminar: security protocols and applications,COM,506,2
707,2007-2008,Supply chain management,MGT,526,9
708,2007-2008,Supramolecular chemistry,CH,424,7
709,2007-2008,Systèmes de management environnementaux,ENV,469,29
710,2007-2008,TCP/IP networking,COM,407,65
711,2007-2008,TP de bioprocédés environnementaux,ENV,506,13
712,2007-2008,Techniques d'assemblage,MICRO,440,7
713,2007-2008,Techniques d'assemblage I,MICRO,440,17
714,2007-2008,Techniques d'assemblage II,MICRO,441,17
715,2007-2008,Technologie des microstructures I,MICRO,331,49
716,2007-2008,Technologie des microstructures II,MICRO,431,12
717,2007-2008,Test of VLSI systems,EE,530,50
718,2007-2008,Thin film fabrication processes,MSE,465,10
719,2007-2008,Théorie de l'architecture VII,AR,421,113
720,2007-2008,Théorie et critique du projet MA1 (Gugger),AR,401,30
721,2007-2008,Théorie et critique du projet MA1 (Weinand),AR,401,8
722,2007-2008,Théorie et critique du projet MA2 (Gugger),AR,402,29
723,2007-2008,Théorie et critique du projet MA2 (Weinand),AR,402,14
724,2007-2008,Théorie et critique du projet MA3 (Weinand),AR,501,3
725,2007-2008,Transducteurs et entraînements intégrés,EE,461,50
726,2007-2008,Transport et télématique,CIVIL,454,11
727,2007-2008,Turbomachines thermiques,ME,455,24
728,2007-2008,Two-phase flows and heat transfer,ME,446,14
729,2007-2008,UE : Environnement et GC,CIVIL,472,33
730,2007-2008,UE B : Critique architecturale,AR,432,18
731,2007-2008,UE D : Territoire et société,AR,466,11
732,2007-2008,UE E : Architecture et structures,AR,438,15
733,2007-2008,UE F : Architecture et réhabilitation,AR,439,13
734,2007-2008,UE J : Territoire et paysage,AR,471,10
735,2007-2008,Unsupervised & reinforcement learning in neural networks,CS,434,14
736,2007-2008,VLSI design I,EE,430,54
737,2007-2008,VLSI design II,EE,431,11
738,2007-2008,Ville et mobilité,AR,458,20
739,2007-2008,Virtual reality,CS,444,21
740,2007-2008,Water and wastewater treatment,ENV,405,56
741,2007-2008,Water quality modeling,ENG,400,52
742,2007-2008,Water resources engineering,ENV,424,37
743,2007-2008,Wave propagation along transmission lines,EE,575,32
744,2007-2008,"Wood structures, properties and uses",MSE,466,7
745,2008-2009,Advanced Fossil and Renewable Energy Systems,ME,442,43
746,2008-2009,Advanced NMR and imaging,CH,401,2
747,2008-2009,Advanced algorithms,CS,450,57
748,2008-2009,Advanced analog and RF integrated circuits design I,EE,520,26
749,2008-2009,Advanced analog and RF integrated circuits design II,EE,521,14
750,2008-2009,Advanced analysis I,MATH,400,3
751,2008-2009,Advanced analysis II,MATH,401,2
752,2008-2009,Advanced compiler construction,CS,420,6
753,2008-2009,Advanced composites in engineering structures,CIVIL,443,7
754,2008-2009,Advanced computer architecture,CS,470,19
755,2008-2009,Advanced computer graphics,CS,440,11
756,2008-2009,Advanced cryptography,COM,501,3
757,2008-2009,Advanced diffusional separation processes,ChE,402,4
758,2008-2009,Advanced digital communications,COM,510,10
759,2008-2009,Advanced multiprocessor architecture,CS,471,9
760,2008-2009,Advanced signal processing,EE,450,24
761,2008-2009,Advanced solid waste treatment,ENV,500,18
762,2008-2009,Algorithms,CS,250,104
763,2008-2009,Aménagements hydrauliques II,CIVIL,412,17
764,2008-2009,Analog circuits design I,EE,420,85
765,2008-2009,Analog circuits design II,EE,421,26
766,2008-2009,Analyse de produits et systèmes,MICRO,443,7
767,2008-2009,"Analyse du cycle de vie, écobilan",ENV,370,32
768,2008-2009,Applied machine learning,MICRO,455,21
769,2008-2009,Applied molecular quantum chemistry,CH,451,4
770,2008-2009,Architecture et construction de la ville I,AR,451,60
771,2008-2009,Architecture et construction de la ville II,AR,452,52
772,2008-2009,Art et histoire des jardins,AR,453,26
773,2008-2009,Assemblage et robotique TP,MICRO,442,17
774,2008-2009,Atoms and radiation,CH,360,12
775,2008-2009,Aérodynamique,ME,445,26
776,2008-2009,Barrages et ouvrages hydrauliques annexes,CIVIL,411,30
777,2008-2009,Bio-ingénierie des cours d'eau et milieux naturels,ENV,420,19
778,2008-2009,BioMEMS,MICRO,560,21
779,2008-2009,Bioanalytics and analytical sensors,CH,402,5
780,2008-2009,Biomaterials,BIOENG,442,8
781,2008-2009,Biomechanics of the cardiovascular system,ME,481,25
782,2008-2009,Biometrics,EE,513,12
784,2008-2009,Biomicroscopy I,MICRO,561,9
785,2008-2009,Biomicroscopy II,MICRO,562,5
786,2008-2009,Biophysique I,PHYS,301,35
787,2008-2009,Cancer biology I,BIO,471,2
788,2008-2009,Cancer biology II,BIO,472,1
789,2008-2009,Capteurs,MICRO,330,76
790,2008-2009,Caractères architecturaux et urbanismes de l'Islam,AR,457,43
791,2008-2009,Catalysis for energy production,CH,421,3
792,2008-2009,Catalyst design for synthesis,CH,422,1
793,2008-2009,Catalytic asymmetric reactions in organic chemistry,CH,435,3
794,2008-2009,Cavitation et phénomènes d'interface,ME,462,22
795,2008-2009,Cellular biology and biochemistry for engineers,BIO,105,23
796,2008-2009,Cementitious materials (advanced),MSE,420,10
797,2008-2009,Chemical engineering of heterogenous reaction,ChE,403,4
798,2008-2009,Chemical processes of sustainable and renewable energy,ChE,406,4
799,2008-2009,Chimie des denrées alimentaires,ENG,433,9
800,2008-2009,Color reproduction,CS,441,10
801,2008-2009,Combinatorial optimization,MATH,460,7
802,2008-2009,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,510,21
803,2008-2009,Composants semiconducteurs,MICRO,312,61
804,2008-2009,Composites technology,MSE,440,18
805,2008-2009,Computational molecular biology,CS,551,5
806,2008-2009,Computer simulation of physical systems I,PHYS,403,15
807,2008-2009,Computer simulation of physical systems II,PHYS,404,12
808,2008-2009,Computer vision,CS,442,25
809,2008-2009,Computer-aided engineering,ME,417,26
810,2008-2009,Computer-supported cooperative work,CS,485,13
811,2008-2009,Conception pour X,ME,312,8
812,2008-2009,Corporate governance,MGT,552,12
813,2008-2009,Cryptography and security,COM,401,36
814,2008-2009,Deformation and fracture Laboratory Work,MSE,411,15
815,2008-2009,Design technologies for integrated systems,CS,472,14
816,2008-2009,Dielectric and optical properties of materials,MSE,480,9
817,2008-2009,Diffraction methods in structural biology,PHYS,437,10
818,2008-2009,Distributed algorithms,CS,451,67
819,2008-2009,Distributed information systems,CS,423,58
820,2008-2009,Droit : contrats et responsabilité professionnelle,ENV,466,43
821,2008-2009,Dynamical system theory for engineers,COM,502,17
822,2008-2009,Dynamique des structures,CIVIL,420,42
823,2008-2009,Dynamique moléculaire et simulation Monte-Carlo,CH,351,20
824,2008-2009,Eco-morphologie fluviale,ENV,418,23
825,2008-2009,Economie des transports,CIVIL,456,9
826,2008-2009,Economie hydraulique,CIVIL,441,13
827,2008-2009,Electron microscopy: advanced methods,MSE,450,4
