,course_name,year,section,nr_students
441,Advanced databases,2005-2006,Informatique,54
442,Advanced databases,2005-2006,Systèmes de communication - master Eurecom,9
443,Advanced databases,2006-2007,Informatique,27
444,Advanced databases,2006-2007,Systèmes de communication - master,2
445,Advanced databases,2007-2008,Informatique,11
446,Advanced databases,2008-2009,Informatique,20
447,Advanced databases,2008-2009,Systèmes de communication - master,3
448,Advanced databases,2009-2010,Informatique,16
449,Advanced databases,2009-2010,Systèmes de communication - master,1
450,Advanced databases,2010-2011,Informatique,63
451,Advanced databases,2010-2011,Systèmes de communication - master,2
452,Advanced databases,2011-2012,Informatique,58
453,Advanced databases,2011-2012,Systèmes de communication - master,1
454,Advanced databases,2012-2013,Informatique,62
455,Advanced databases,2012-2013,Informatique et communications,12
456,Advanced databases,2012-2013,Systèmes de communication - master,3
457,Advanced derivatives,2009-2010,Ingénierie financière,8
458,Advanced derivatives,2010-2011,Ingénierie financière,17
459,Advanced derivatives,2011-2012,Ingénierie financière,18
460,Advanced derivatives,2012-2013,Ingénierie financière,22
461,Advanced derivatives,2013-2014,Ingénierie financière,24
462,Advanced derivatives,2014-2015,Ingénierie financière,33
463,Advanced derivatives,2015-2016,Ingénierie financière,28
464,Advanced derivatives,2016-2017,Ingénierie financière,24
465,Advanced derivatives,2017-2018,Ingénierie financière,23
466,Advanced derivatives,2018-2019,Ingénierie financière,23
467,Advanced derivatives,2019-2020,Ingénierie financière,38
468,Advanced design automation,2005-2006,Informatique et communications,4
469,Advanced design automation,2006-2007,Informatique et communications,2
470,Advanced design automation,2007-2008,Informatique et communications,1
471,Advanced design of concrete structures,2017-2018,Génie civil,38
472,Advanced design of concrete structures,2018-2019,Génie civil,24
473,Advanced design of concrete structures,2019-2020,Génie civil,28
474,Advanced diffusional processes,2019-2020,Génie chimique et biotechnologie,14
475,Advanced diffusional separation processes,2005-2006,Génie chimique et biotechnologie,15
476,Advanced diffusional separation processes,2006-2007,Génie chimique et biotechnologie,4
477,Advanced diffusional separation processes,2007-2008,Génie chimique et biotechnologie,1
478,Advanced diffusional separation processes,2008-2009,Génie chimique et biotechnologie,4
479,Advanced diffusional separation processes,2009-2010,Génie chimique et biotechnologie,7
480,Advanced diffusional separation processes,2010-2011,Génie chimique et biotechnologie,6
481,Advanced diffusional separation processes,2011-2012,Génie chimique et biotechnologie,8
482,Advanced diffusional separation processes,2012-2013,Génie chimique et biotechnologie,14
483,Advanced diffusional separation processes,2013-2014,Génie chimique et biotechnologie,17
484,Advanced diffusional separation processes,2014-2015,Génie chimique et biotechnologie,13
485,Advanced diffusional separation processes,2015-2016,Génie chimique et biotechnologie,14
486,Advanced diffusional separation processes,2016-2017,Génie chimique et biotechnologie,16
487,Advanced diffusional separation processes,2017-2018,Génie chimique et biotechnologie,18
488,Advanced diffusional separation processes,2018-2019,Génie chimique et biotechnologie,13
489,Advanced digital communications,2004-2005,Systèmes de communication - master,22
490,Advanced digital communications,2004-2005,Systèmes de communication - master Eurecom,9
491,Advanced digital communications,2005-2006,Systèmes de communication - master Eurecom,20
492,Advanced digital communications,2006-2007,Systèmes de communication - master,11
493,Advanced digital communications,2007-2008,Systèmes de communication - master Eurecom,9
494,Advanced digital communications,2008-2009,Systèmes de communication - master,10
495,Advanced digital communications,2009-2010,Systèmes de communication - master,22
496,Advanced digital communications,2010-2011,Systèmes de communication - master,31
497,Advanced digital communications,2011-2012,Systèmes de communication - master,12
498,Advanced digital communications,2012-2013,Systèmes de communication - master,21
499,Advanced digital communications,2013-2014,Systèmes de communication - master,17
500,Advanced digital communications,2014-2015,Systèmes de communication - master,16
501,Advanced digital communications,2015-2016,Systèmes de communication - master,22
502,Advanced digital communications,2016-2017,Systèmes de communication - master,5
503,Advanced digital design,2004-2005,Informatique,14
504,Advanced digital design,2004-2005,Systèmes de communication,2
505,Advanced digital design,2004-2005,Systèmes de communication - master,3
506,Advanced digital design,2005-2006,Informatique,19
507,Advanced digital design,2005-2006,Systèmes de communication - master Eurecom,2
508,Advanced digital design,2006-2007,Informatique,23
509,Advanced digital image processing and analysis,2004-2005,Systèmes de communication - master Eurecom,1
510,Advanced digital image processing and analysis,2005-2006,Informatique et communications,11
511,Advanced digital image processing and analysis,2006-2007,Informatique et communications,4
512,Advanced digital image processing and analysis,2007-2008,Informatique et communications,4
513,Advanced discrete mathematics,2012-2013,Mathématiques,18
514,Advanced discrete mathematics,2012-2013,Science et ingénierie computationnelles,1
515,Advanced energetics,2009-2010,Génie mécanique,14
516,Advanced energetics,2010-2011,Génie mécanique,22
517,Advanced energetics,2010-2011,Mineurs,4
518,Advanced energetics,2011-2012,Gestion de l'énergie et durabilité,12
519,Advanced energetics,2011-2012,Génie mécanique,30
520,Advanced energetics,2011-2012,Mineur en Energie,1
521,Advanced energetics,2012-2013,Gestion de l'énergie et durabilité,10
522,Advanced energetics,2012-2013,Génie mécanique,43
523,Advanced energetics,2013-2014,Gestion de l'énergie et durabilité,4
524,Advanced energetics,2013-2014,Génie mécanique,32
525,Advanced energetics,2013-2014,Mineur en Energie,4
526,Advanced energetics,2014-2015,Gestion de l'énergie et durabilité,5
527,Advanced energetics,2014-2015,Génie mécanique,32
528,Advanced energetics,2014-2015,Mineur en Energie,2
529,Advanced energetics,2015-2016,Gestion de l'énergie et durabilité,5
530,Advanced energetics,2015-2016,Génie mécanique,40
531,Advanced energetics,2016-2017,Gestion de l'énergie et durabilité,3
532,Advanced energetics,2016-2017,Génie mécanique,33
533,Advanced energetics,2017-2018,Gestion de l'énergie et durabilité,1
534,Advanced energetics,2017-2018,Génie mécanique,29
535,Advanced energetics,2018-2019,Gestion de l'énergie et durabilité,4
536,Advanced energetics,2018-2019,Génie mécanique,25
537,Advanced energetics,2019-2020,Energy Science and Technology,1
538,Advanced energetics,2019-2020,Gestion de l'énergie et durabilité,4
539,Advanced energetics,2019-2020,Génie mécanique,22
540,Advanced energetics and engines,2008-2009,Génie mécanique,19
541,Advanced energy conversion technologies,2008-2009,Génie mécanique,13
542,Advanced heat transfer,2014-2015,Génie mécanique,19
543,Advanced heat transfer,2015-2016,Génie mécanique,22
544,Advanced heat transfer,2016-2017,Génie mécanique,18
545,Advanced heat transfer,2017-2018,Génie mécanique,21
546,Advanced heat transfer,2018-2019,Génie mécanique,18
547,Advanced heat transfer,2019-2020,Energy Science and Technology,1
548,Advanced heat transfer,2019-2020,Génie mécanique,23
549,Advanced logic synthesis and quantum computing,2018-2019,Informatique et communications,4
550,Advanced logic synthesis and quantum computing,2019-2020,Informatique et communications,2
551,Advanced machine learning,2015-2016,Microtechnique,12
552,Advanced machine learning,2016-2017,Gestion de l'énergie et durabilité,1
553,Advanced machine learning,2016-2017,Microtechnique,12
554,Advanced machine learning,2017-2018,Microtechnique,24
555,Advanced machine learning,2019-2020,Gestion de l'énergie et durabilité,1
556,Advanced machine learning,2019-2020,Ingénierie financière,5
557,Advanced machine learning,2019-2020,Microtechnique,3
558,Advanced machine learning,2019-2020,Robotique,6
559,Advanced materials for photovoltaics and lighting,2014-2015,Chimie moléculaire et biologique,6
560,Advanced materials for photovoltaics and lighting,2015-2016,Chimie moléculaire et biologique,3
561,Advanced materials for photovoltaics and lighting,2016-2017,Chimie moléculaire et biologique,4
562,Advanced materials for photovoltaics and lighting,2017-2018,Chimie moléculaire et biologique,2
563,Advanced materials for photovoltaics and lighting,2018-2019,Chimie moléculaire et biologique,5
564,Advanced materials for photovoltaics and lighting,2019-2020,Chimie moléculaire et biologique,4
565,Advanced materials for photovoltaics and lighting,2019-2020,Génie chimique et biotechnologie,1
566,Advanced materials for photovoltaics and lighting applications,2010-2011,Chimie moléculaire et biologique,3
567,Advanced materials for photovoltaics and lighting applications,2011-2012,Chimie moléculaire et biologique,1
568,Advanced materials for photovoltaics and lighting applications,2012-2013,Chimie moléculaire et biologique,2
569,Advanced materials for photovoltaics and lighting applications,2013-2014,Chimie moléculaire et biologique,1
570,Advanced metallurgy,2016-2017,Science et génie des matériaux,61
571,Advanced metallurgy,2017-2018,Science et génie des matériaux,43
572,Advanced metallurgy,2018-2019,Science et génie des matériaux,49
573,Advanced metallurgy,2019-2020,Science et génie des matériaux,34
574,Advanced methods in computational solid mechanics,2011-2012,Génie civil,12
575,Advanced methods in computational solid mechanics,2011-2012,Science et ingénierie computationnelles,5
576,Advanced methods in computational solid mechanics,2013-2014,Génie civil,20
577,Advanced methods in computational solid mechanics,2013-2014,Mécanique,2
578,Advanced methods in computational solid mechanics,2013-2014,Science et ingénierie computationnelles,3
579,Advanced methods in computational solid mechanics,2015-2016,Génie civil,8
580,Advanced methods in computational solid mechanics,2017-2018,Génie civil,19
581,Advanced methods in computational solid mechanics,2017-2018,Science et ingénierie computationnelles,5
582,Advanced microwaves for wireless communications,2010-2011,Génie électrique,4
583,Advanced microwaves for wireless communications,2012-2013,Génie électrique,5
584,Advanced microwaves for wireless communications,2018-2019,Génie électrique,3
585,Advanced multiprocessor architecture,2008-2009,Informatique,9
586,Advanced multiprocessor architecture,2009-2010,Informatique,11
587,Advanced multiprocessor architecture,2010-2011,Informatique,4
588,Advanced multiprocessor architecture,2011-2012,Informatique,7
589,Advanced multiprocessor architecture,2012-2013,Informatique,5
590,Advanced multiprocessor architecture,2013-2014,Informatique,8
591,Advanced multiprocessor architecture,2015-2016,Informatique,21
592,Advanced multiprocessor architecture,2015-2016,Informatique et communications,2
593,Advanced multiprocessor architecture,2017-2018,Génie électrique et électronique,8
594,Advanced multiprocessor architecture,2017-2018,Informatique,6
595,Advanced multiprocessor architecture,2017-2018,Informatique et communications,3
596,Advanced multiprocessor architecture,2017-2018,Science et ingénierie computationnelles,2
597,Advanced multiprocessor architecture,2019-2020,Informatique,8
598,Advanced multiprocessor architecture,2019-2020,Informatique et communications,2
599,Advanced nanomaterials,2009-2010,Science et génie des matériaux,16
600,Advanced nanomaterials,2010-2011,Science et génie des matériaux,18
601,Advanced nanomaterials,2011-2012,Mineur en Technologies biomédicales,1
