,year,course_name,section,enrollments
560,2007-2008,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,30
561,2007-2008,Composants semiconducteurs,MICRO,47
562,2007-2008,Composites technology,MSE,14
563,2007-2008,Computational molecular biology,CS,11
564,2007-2008,Computer vision,CS,20
565,2007-2008,Computer-aided engineering,ME,38
566,2007-2008,Computer-supported cooperative work,CS,20
567,2007-2008,Conception pour X,ME,25
568,2007-2008,Corporate governance,MGT,10
569,2007-2008,Cryptography and security,COM,66
570,2007-2008,Design technologies for integrated systems,CS,13
571,2007-2008,Dielectric and optical properties of materials,MSE,3
572,2007-2008,Diffraction methods in structural biology,PHYS,15
573,2007-2008,Distributed algorithms,CS,67
574,2007-2008,Distributed information systems,CS,75
575,2007-2008,Droit : contrats et responsabilité professionnelle,ENV,43
576,2007-2008,Dynamical system theory for engineers,COM,17
577,2007-2008,Dynamique des structures,CIVIL,36
578,2007-2008,Dynamique moléculaire et simulation Monte-Carlo,CH,21
579,2007-2008,Eco-morphologie fluviale,ENV,34
580,2007-2008,Economie des transports,CIVIL,8
581,2007-2008,Economie hydraulique,CIVIL,20
582,2007-2008,Electronic spectroscopy,CH,3
583,2007-2008,Embedded systems,CS,20
584,2007-2008,Energétique du bâtiment,ENG,36
585,2007-2008,Enterprise and service-oriented architecture,CS,23
586,2007-2008,Esthétique des ouvrages de génie civil,CIVIL,28
587,2007-2008,Etudes d'impact,ENG,55
588,2007-2008,Experimental data analysis and modelization,MSE,9
589,2007-2008,Experimental molecular sciences,CH,4
590,2007-2008,Fabrication assistée par ordinateur,ME,44
591,2007-2008,Foundations of software,CS,29
592,2007-2008,Fracture mechanics,ME,14
593,2007-2008,Fundamentals of biomedical imaging,PHYS,28
594,2007-2008,Gestion de la maintenance des infrastructures,CIVIL,16
595,2007-2008,Gestion foncière et droit foncier,ENV,19
596,2007-2008,Global business environment,FIN,12
597,2007-2008,Géomécanique,CIVIL,16
598,2007-2008,HF and VHF circuits and techniques I,EE,68
599,2007-2008,Habitat et développement urbain,AR,42
600,2007-2008,Hardware systems modeling I,EE,56
601,2007-2008,Hardware systems modeling II,EE,11
602,2007-2008,Histoire de l'architecture VII,AR,103
603,2007-2008,Histoire de l'architecture VIII,AR,52
604,2007-2008,Human computer interaction,CS,21
605,2007-2008,Hydraulic turbomachines,ME,20
606,2007-2008,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,15
607,2007-2008,Hydrogeophysics,ENV,7
608,2007-2008,Hydrologie urbaine,ENV,24
609,2007-2008,Image analysis and pattern recognition,EE,18
610,2007-2008,Image and video processing,EE,13
611,2007-2008,Image communication,EE,9
612,2007-2008,Image processing I,MICRO,45
613,2007-2008,Image processing II,MICRO,34
614,2007-2008,Industrial automation,CS,9
615,2007-2008,Industrialisation,MICRO,48
616,2007-2008,Information technology and e-business strategy,MGT,13
617,2007-2008,Information theory and coding,COM,55
618,2007-2008,Integrated circuits technology,EE,4
619,2007-2008,Intelligent agents,CS,32
620,2007-2008,Interaction sol-structure,CIVIL,22
621,2007-2008,Introduction au génie chimique II,ChE,79
622,2007-2008,Introduction au génie chimique TP,ChE,61
623,2007-2008,Introduction to cellular and molecular biotechnology,BIOENG,53
624,2007-2008,Introduction to finance,FIN,12
625,2007-2008,Introduction to particle accelerators,PHYS,14
626,2007-2008,Introduction à la physique des astroparticules,PHYS,17
627,2007-2008,Laboratory information management systems (LIMS),CH,1
628,2007-2008,Lasers and applications in chemistry,CH,4
629,2007-2008,Mass spectrometry,CH,8
630,2007-2008,Materials for sport,MSE,13
631,2007-2008,Materials science,MSE,33
632,2007-2008,Materials selection,MSE,26
633,2007-2008,Mathematical modelling of DNA,MATH,12
634,2007-2008,Matériaux et structures,CIVIL,35
635,2007-2008,Media security,EE,13
636,2007-2008,Microelectronics,MICRO,12
637,2007-2008,Microelectronics for systems on chips,CS,11
638,2007-2008,Microwaves,EE,36
639,2007-2008,Mobile networks,COM,34
640,2007-2008,Mobile robots,MICRO,27
641,2007-2008,Modèles stochastiques pour les communications,COM,24
642,2007-2008,Modélisation et représentation informatique I,AR,58
643,2007-2008,Modélisation et représentation informatique II,AR,59
644,2007-2008,Molecular endocrinology,BIO,19
645,2007-2008,Mécanique vibratoire,ME,46
646,2007-2008,Méthodes de détection optique,MICRO,12
647,2007-2008,Méthodes de production,MICRO,49
648,2007-2008,Nanobiotechnology and biophysics,CH,70
649,2007-2008,Nanoelectronics,EE,55
650,2007-2008,Nanomaterials,MSE,13
651,2007-2008,Optics III,PHYS,17
652,2007-2008,Optique I,PHYS,41
653,2007-2008,Optique II,PHYS,23
654,2007-2008,Optique TP,MICRO,5
655,2007-2008,Organic semiconductors,MSE,7
656,2007-2008,"Organisation, économie et droit de la construction I",ENG,30
657,2007-2008,"Organisation, économie et droit de la construction II",ENG,14
658,2007-2008,Particle detection,PHYS,13
659,2007-2008,Particules élémentaires I,PHYS,19
660,2007-2008,Particules élémentaires II,PHYS,18
661,2007-2008,Pattern classification and machine learning,CS,24
662,2007-2008,Personal interaction studio,CS,22
663,2007-2008,Pharmacology and pharmacokinetics,BIO,5
664,2007-2008,Photochemistry I,CH,5
665,2007-2008,Physical models for micro and nanosystems,EE,42
666,2007-2008,Physique du solide III,PHYS,20
667,2007-2008,Physique moléculaire,CH,17
668,2007-2008,Planification intégrée des infrastructures d'énergie,CIVIL,5
669,2007-2008,Polyelectrolytes and biopolymers,ChE,2
670,2007-2008,Polymer chemistry and macromolecular engineering,MSE,5
671,2007-2008,Polymer morphological characterization techniques,MSE,9
672,2007-2008,Ponts en béton,CIVIL,14
673,2007-2008,Ponts en métal,CIVIL,14
674,2007-2008,Powder technology,MSE,12
675,2007-2008,Principles and applications of systems biology,ChE,4
676,2007-2008,Process development I,ChE,3
677,2007-2008,Process development II,ChE,4
678,2007-2008,Process development project,ChE,3
679,2007-2008,Quantum physics III,PHYS,35
680,2007-2008,Quantum physics IV,PHYS,23
681,2007-2008,Real-time embedded systems,CS,9
682,2007-2008,Real-time networks,COM,11
683,2007-2008,Reliability of MEMS,MICRO,8
684,2007-2008,Risk management,ENG,5
685,2007-2008,Risques hydrologiques et aménagements,ENV,44
686,2007-2008,Réseaux hydrauliques et énergétiques,CIVIL,10
687,2007-2008,Sciences de la ville I,AR,18
688,2007-2008,Sciences de la ville II,AR,6
689,2007-2008,Selected topics in nuclear and particle physics,PHYS,17
690,2007-2008,Seminar series on advances in materials,MSE,19
691,2007-2008,Signal processing for communications,COM,29
692,2007-2008,Simulation multi-corps assistée par ordinateur,ME,29
693,2007-2008,Sociologie urbaine,AR,1
694,2007-2008,Software-defined radio: a hands-on course,COM,5
695,2007-2008,Spatial statistics and analysis,ENG,47
696,2007-2008,Spectroscopie analytique,CH,1
697,2007-2008,Speech processing,EE,17
698,2007-2008,Statistical theories and electronic of solids,CH,1
699,2007-2008,Stem cell biology and technology,BIO,2
700,2007-2008,Structure and reactivity,CH,4
701,2007-2008,Structures complexes,AR,25
702,2007-2008,"Structures en béton, chapitres choisis",CIVIL,47
703,2007-2008,"Structures en métal, chapitres choisis",CIVIL,25
704,2007-2008,Structures existantes I : Sécurité et durabilité,CIVIL,36
705,2007-2008,Structures existantes II : Interventions,CIVIL,26
706,2007-2008,Student seminar: security protocols and applications,COM,2
707,2007-2008,Supply chain management,MGT,9
708,2007-2008,Supramolecular chemistry,CH,7
709,2007-2008,Systèmes de management environnementaux,ENV,29
710,2007-2008,TCP/IP networking,COM,65
711,2007-2008,TP de bioprocédés environnementaux,ENV,13
712,2007-2008,Techniques d'assemblage,MICRO,7
713,2007-2008,Techniques d'assemblage I,MICRO,17
714,2007-2008,Techniques d'assemblage II,MICRO,17
715,2007-2008,Technologie des microstructures I,MICRO,49
716,2007-2008,Technologie des microstructures II,MICRO,12
717,2007-2008,Test of VLSI systems,EE,50
718,2007-2008,Thin film fabrication processes,MSE,10
719,2007-2008,Théorie de l'architecture VII,AR,113
720,2007-2008,Théorie et critique du projet MA1 (Gugger),AR,30
721,2007-2008,Théorie et critique du projet MA1 (Weinand),AR,8
722,2007-2008,Théorie et critique du projet MA2 (Gugger),AR,29
723,2007-2008,Théorie et critique du projet MA2 (Weinand),AR,14
724,2007-2008,Théorie et critique du projet MA3 (Weinand),AR,3
725,2007-2008,Transducteurs et entraînements intégrés,EE,50
726,2007-2008,Transport et télématique,CIVIL,11
727,2007-2008,Turbomachines thermiques,ME,24
728,2007-2008,Two-phase flows and heat transfer,ME,14
729,2007-2008,UE : Environnement et GC,CIVIL,33
730,2007-2008,UE B : Critique architecturale,AR,18
731,2007-2008,UE D : Territoire et société,AR,11
732,2007-2008,UE E : Architecture et structures,AR,15
733,2007-2008,UE F : Architecture et réhabilitation,AR,13
734,2007-2008,UE J : Territoire et paysage,AR,10
735,2007-2008,Unsupervised & reinforcement learning in neural networks,CS,14
736,2007-2008,VLSI design I,EE,54
737,2007-2008,VLSI design II,EE,11
738,2007-2008,Ville et mobilité,AR,20
739,2007-2008,Virtual reality,CS,21
740,2007-2008,Water and wastewater treatment,ENV,56
741,2007-2008,Water quality modeling,ENG,52
742,2007-2008,Water resources engineering,ENV,37
743,2007-2008,Wave propagation along transmission lines,EE,32
744,2007-2008,"Wood structures, properties and uses",MSE,7
745,2008-2009,Advanced Fossil and Renewable Energy Systems,ME,43
746,2008-2009,Advanced NMR and imaging,CH,2
747,2008-2009,Advanced algorithms,CS,57
748,2008-2009,Advanced analog and RF integrated circuits design I,EE,26
749,2008-2009,Advanced analog and RF integrated circuits design II,EE,14
750,2008-2009,Advanced analysis I,MATH,3
751,2008-2009,Advanced analysis II,MATH,2
752,2008-2009,Advanced compiler construction,CS,6
753,2008-2009,Advanced composites in engineering structures,CIVIL,7
754,2008-2009,Advanced computer architecture,CS,19
755,2008-2009,Advanced computer graphics,CS,11
756,2008-2009,Advanced cryptography,COM,3
757,2008-2009,Advanced diffusional separation processes,ChE,4
758,2008-2009,Advanced digital communications,COM,10
759,2008-2009,Advanced multiprocessor architecture,CS,9
760,2008-2009,Advanced signal processing,EE,24
761,2008-2009,Advanced solid waste treatment,ENV,18
762,2008-2009,Algorithms,CS,104
763,2008-2009,Aménagements hydrauliques II,CIVIL,17
764,2008-2009,Analog circuits design I,EE,85
765,2008-2009,Analog circuits design II,EE,26
766,2008-2009,Analyse de produits et systèmes,MICRO,7
767,2008-2009,"Analyse du cycle de vie, écobilan",ENV,32
768,2008-2009,Applied machine learning,MICRO,21
769,2008-2009,Applied molecular quantum chemistry,CH,4
770,2008-2009,Architecture et construction de la ville I,AR,60
771,2008-2009,Architecture et construction de la ville II,AR,52
772,2008-2009,Art et histoire des jardins,AR,26
773,2008-2009,Assemblage et robotique TP,MICRO,17
774,2008-2009,Atoms and radiation,CH,12
775,2008-2009,Aérodynamique,ME,26
776,2008-2009,Barrages et ouvrages hydrauliques annexes,CIVIL,30
777,2008-2009,Bio-ingénierie des cours d'eau et milieux naturels,ENV,19
778,2008-2009,BioMEMS,MICRO,21
779,2008-2009,Bioanalytics and analytical sensors,CH,5
780,2008-2009,Biomaterials,BIOENG,8
781,2008-2009,Biomechanics of the cardiovascular system,ME,25
782,2008-2009,Biometrics,EE,12
783,2008-2009,Biometrics,UNIL,12
784,2008-2009,Biomicroscopy I,MICRO,9
785,2008-2009,Biomicroscopy II,MICRO,5
786,2008-2009,Biophysique I,PHYS,35
787,2008-2009,Cancer biology I,BIO,2
788,2008-2009,Cancer biology II,BIO,1
789,2008-2009,Capteurs,MICRO,76
790,2008-2009,Caractères architecturaux et urbanismes de l'Islam,AR,43
791,2008-2009,Catalysis for energy production,CH,3
792,2008-2009,Catalyst design for synthesis,CH,1
793,2008-2009,Catalytic asymmetric reactions in organic chemistry,CH,3
794,2008-2009,Cavitation et phénomènes d'interface,ME,22
795,2008-2009,Cellular biology and biochemistry for engineers,BIO,23
796,2008-2009,Cementitious materials (advanced),MSE,10
797,2008-2009,Chemical engineering of heterogenous reaction,ChE,4
798,2008-2009,Chemical processes of sustainable and renewable energy,ChE,4
799,2008-2009,Chimie des denrées alimentaires,ENG,9
800,2008-2009,Color reproduction,CS,10
801,2008-2009,Combinatorial optimization,MATH,7
802,2008-2009,Commande d'actionneurs à l'aide d'un microprocesseur + TP,MICRO,21
803,2008-2009,Composants semiconducteurs,MICRO,61
804,2008-2009,Composites technology,MSE,18
805,2008-2009,Computational molecular biology,CS,5
806,2008-2009,Computer simulation of physical systems I,PHYS,15
807,2008-2009,Computer simulation of physical systems II,PHYS,12
808,2008-2009,Computer vision,CS,25
809,2008-2009,Computer-aided engineering,ME,26
810,2008-2009,Computer-supported cooperative work,CS,13
811,2008-2009,Conception pour X,ME,8
812,2008-2009,Corporate governance,MGT,12
813,2008-2009,Cryptography and security,COM,36
814,2008-2009,Deformation and fracture Laboratory Work,MSE,15
815,2008-2009,Design technologies for integrated systems,CS,14
816,2008-2009,Dielectric and optical properties of materials,MSE,9
817,2008-2009,Diffraction methods in structural biology,PHYS,10
818,2008-2009,Distributed algorithms,CS,67
819,2008-2009,Distributed information systems,CS,58
820,2008-2009,Droit : contrats et responsabilité professionnelle,ENV,43
821,2008-2009,Dynamical system theory for engineers,COM,17
822,2008-2009,Dynamique des structures,CIVIL,42
823,2008-2009,Dynamique moléculaire et simulation Monte-Carlo,CH,20
824,2008-2009,Eco-morphologie fluviale,ENV,23
825,2008-2009,Economie des transports,CIVIL,9
826,2008-2009,Economie hydraulique,CIVIL,13
827,2008-2009,Electron microscopy: advanced methods,MSE,4
828,2008-2009,Electronic spectroscopy,CH,1
829,2008-2009,Embedded systems,CS,22
830,2008-2009,Empirical methods in Finance,FIN,7
831,2008-2009,Energy conversion,ME,23
832,2008-2009,Energétique du bâtiment,ENG,30
833,2008-2009,Enquêtes et méthodes quantitatives,ENG,4
834,2008-2009,Environmental transport phenomena,ENG,36
835,2008-2009,Equilibrium-stage separation processes,ChE,4
836,2008-2009,Esthétique des ouvrages de génie civil,CIVIL,36
837,2008-2009,Etudes d'impact,ENG,44
838,2008-2009,Experimental data analysis and modelization,MSE,20
839,2008-2009,Experimental methods in physics I,PHYS,37
840,2008-2009,Experimental methods in physics II,PHYS,37
841,2008-2009,Experimental molecular sciences,CH,3
842,2008-2009,Fabrication assistée par ordinateur,ME,41
843,2008-2009,Foundations of software,CS,23
844,2008-2009,Fracture mechanics,ME,10
845,2008-2009,Fundamentals of biomedical imaging,PHYS,27
846,2008-2009,Geometric graph theory,MATH,12
847,2008-2009,Gestion de la maintenance des infrastructures,CIVIL,16
848,2008-2009,Gestion foncière et droit foncier,ENV,10
849,2008-2009,Global business environment,FIN,11
850,2008-2009,Graph theory,MATH,29
851,2008-2009,Groundwater and soil remediation,ENV,15
852,2008-2009,Géomécanique,CIVIL,11
853,2008-2009,HF and VHF circuits and techniques I,EE,86
854,2008-2009,Habitat et développement urbain,AR,32
855,2008-2009,Hardware systems modeling I,EE,88
856,2008-2009,Hardware systems modeling II,EE,29
857,2008-2009,Heat and mass transfer,ME,47
858,2008-2009,Histoire de l'architecture VII,AR,138
859,2008-2009,Histoire de l'architecture VIII,AR,18
860,2008-2009,Human computer interaction,CS,16
861,2008-2009,Hydraulic turbomachines,ME,16
862,2008-2009,Hydraulique fluviale et aménagement de cours d'eau,CIVIL,13
863,2008-2009,Hydrogeophysics,ENV,28
864,2008-2009,Hydrologie urbaine,ENV,24
865,2008-2009,Image analysis and pattern recognition,EE,15
866,2008-2009,Image and video processing,EE,5
867,2008-2009,Image communication,EE,13
868,2008-2009,Image processing I,MICRO,76
869,2008-2009,Image processing II,MICRO,35
870,2008-2009,Industrial automation,CS,15
871,2008-2009,Industrialisation,MICRO,56
872,2008-2009,Information technology and e-business strategy,MGT,19
873,2008-2009,Information theory and coding,COM,60
874,2008-2009,Inorganic reactivity,CH,2
875,2008-2009,Integrated circuits technology,EE,10
876,2008-2009,Intelligent agents,CS,26
877,2008-2009,Interaction sol-structure,CIVIL,18
878,2008-2009,Introduction au génie chimique II,ChE,54
879,2008-2009,Introduction au génie chimique TP,ChE,46
880,2008-2009,Introduction to cellular and molecular biotechnology,BIOENG,57
881,2008-2009,Introduction to finance,FIN,13
882,2008-2009,Introduction to particle accelerators,PHYS,22
883,2008-2009,Introduction à la physique des astroparticules,PHYS,14
884,2008-2009,L'ingénieur dans R&D industriels,MICRO,23
885,2008-2009,Laboratory information management systems (LIMS),CH,1
886,2008-2009,Lasers and applications in chemistry,CH,1
887,2008-2009,Mass spectrometry,CH,8
888,2008-2009,Materials for sport,MSE,14
889,2008-2009,Materials selection,MSE,26
