,course_name,year,semester,nr_students
470,Advanced nanomaterials,2013-2014,Master semestre 1,27
471,Advanced nanomaterials,2014-2015,Master semestre 1,49
472,Advanced nanomaterials,2014-2015,Semestre automne,1
473,Advanced nanomaterials,2015-2016,Master semestre 1,35
474,Advanced nanomaterials,2016-2017,Master semestre 1,38
475,Advanced nanomaterials,2017-2018,Master semestre 1,40
476,Advanced numerical analysis,2012-2013,Bachelor semestre 6,19
477,Advanced numerical analysis,2012-2013,Master semestre 2,5
478,Advanced numerical analysis,2013-2014,Bachelor semestre 6,17
479,Advanced numerical analysis,2013-2014,Master semestre 2,4
480,Advanced numerical analysis,2014-2015,Bachelor semestre 6,27
481,Advanced numerical analysis,2014-2015,Master semestre 2,3
482,Advanced numerical analysis,2015-2016,Bachelor semestre 6,30
483,Advanced numerical analysis,2015-2016,Master semestre 2,5
484,Advanced numerical analysis,2016-2017,Bachelor semestre 6,26
485,Advanced numerical analysis,2016-2017,Master semestre 2,9
486,Advanced numerical analysis,2017-2018,Bachelor semestre 5,16
487,Advanced numerical analysis,2017-2018,Master semestre 1,8
488,Advanced numerical analysis,2018-2019,Bachelor semestre 5,26
489,Advanced numerical analysis,2018-2019,Master semestre 1,9
490,Advanced numerical analysis,2019-2020,Bachelor semestre 5,22
491,Advanced numerical analysis,2019-2020,Master semestre 1,3
492,Advanced optics,2010-2011,Master semestre 1,11
493,Advanced optics,2011-2012,Master semestre 1,7
494,Advanced optics,2012-2013,Master semestre 1,15
495,Advanced optics,2012-2013,edoc,3
496,Advanced optics,2013-2014,Master semestre 1,14
497,Advanced physical organic chemistry,2008-2009,Master semestre 2,1
498,Advanced physical organic chemistry,2009-2010,Master semestre 2,3
499,Advanced principles and applications of systems biology,2015-2016,Master semestre 2,4
500,Advanced principles and applications of systems biology,2015-2016,edoc,1
501,Advanced probability,2010-2011,Master semestre 1,4
502,Advanced probability,2010-2011,Master semestre 3,10
503,Advanced probability,2011-2012,Master semestre 1,7
504,Advanced probability,2011-2012,Master semestre 3,10
505,Advanced probability,2012-2013,Master semestre 1,26
506,Advanced probability,2013-2014,Master semestre 1,3
507,Advanced probability,2013-2014,Master semestre 3,7
508,Advanced probability,2014-2015,Master semestre 1,17
509,Advanced probability and applications,2015-2016,Master semestre 1,17
510,Advanced probability and applications,2016-2017,Master semestre 2,8
511,Advanced probability and applications,2016-2017,edoc,5
512,Advanced probability and applications,2017-2018,Master semestre 2,12
513,Advanced probability and applications,2017-2018,edoc,4
514,Advanced probability and applications,2018-2019,Master semestre 2,15
515,Advanced probability and applications,2018-2019,edoc,5
516,Advanced probability and applications,2019-2020,Master semestre 2,34
517,Advanced probability and applications,2019-2020,edoc,10
518,Advanced quantum field theory,2007-2008,edoc,7
519,Advanced quantum field theory,2010-2011,edoc,5
520,Advanced quantum field theory,2012-2013,edoc,8
521,Advanced quantum field theory,2014-2015,edoc,4
522,Advanced quantum field theory,2017-2018,edoc,12
523,Advanced quantum field theory,2018-2019,edoc,15
524,Advanced quantum field theory,2019-2020,edoc,7
525,Advanced regression,2016-2017,Master semestre 1,2
526,Advanced satellite positioning,2012-2013,Master semestre 2,10
527,Advanced satellite positioning,2012-2013,Semestre printemps,2
528,Advanced satellite positioning,2013-2014,Master semestre 2,4
529,Advanced satellite positioning,2013-2014,Master semestre 4,1
530,Advanced satellite positioning,2014-2015,Master semestre 2,1
531,Advanced satellite positioning,2015-2016,Master semestre 2,10
532,Advanced satellite positioning,2015-2016,Semestre printemps,1
533,Advanced satellite positioning,2016-2017,Master semestre 2,1
534,Advanced satellite positioning,2016-2017,Semestre printemps,1
535,Advanced satellite positioning,2017-2018,Master semestre 2,5
536,Advanced satellite positioning,2018-2019,Master semestre 2,10
537,Advanced satellite positioning,2019-2020,Master semestre 2,8
538,Advanced scientific computing,2010-2011,Master semestre 1,2
539,Advanced scientific computing,2010-2011,Master semestre 3,1
540,Advanced scientific computing,2011-2012,Master semestre 1,13
541,Advanced semiconductor nanomaterials,2010-2011,Master semestre 2,12
542,Advanced semiconductor nanomaterials,2011-2012,Master semestre 2,21
543,Advanced semiconductor nanomaterials,2012-2013,Master semestre 2,15
544,Advanced semiconductor nanomaterials,2013-2014,Master semestre 2,12
545,Advanced semiconductor nanomaterials,2014-2015,Master semestre 2,20
546,Advanced signal processing,2005-2006,Master semestre 1,19
547,Advanced signal processing,2006-2007,Master semestre 1,12
548,Advanced signal processing,2007-2008,Master semestre 1,23
549,Advanced signal processing,2008-2009,Master semestre 1,24
550,Advanced signal processing,2009-2010,Master semestre 1,24
551,Advanced signal processing,2010-2011,Master semestre 1,20
552,Advanced signal processing,2011-2012,Master semestre 1,24
553,Advanced signal processing,2012-2013,Master semestre 1,20
554,Advanced signal processing,2013-2014,Master semestre 1,24
555,Advanced signal processing,2014-2015,Master semestre 1,27
556,Advanced signal processing : Wavelets and applications,2006-2007,Master semestre 2,10
557,Advanced signal processing : Wavelets and applications,2007-2008,Master semestre 4,8
558,Advanced signal processing : Wavelets and applications,2008-2009,Master semestre 2,2
559,Advanced signal processing : Wavelets and applications,2008-2009,Master semestre 4,7
560,Advanced signal processing : Wavelets and applications,2009-2010,Master semestre 2,12
561,"Advanced signal processing, wavelets and applications",2005-2006,edoc,19
562,Advanced solid mechanics,2019-2020,Master semestre 1,16
563,Advanced solid waste treatment,2006-2007,Master semestre 1,24
564,Advanced solid waste treatment,2007-2008,Master semestre 1,20
565,Advanced solid waste treatment,2008-2009,Master semestre 1,18
566,Advanced solid waste treatment,2009-2010,Master semestre 1,15
567,Advanced solid waste treatment,2009-2010,Semestre automne,1
568,Advanced solid waste treatment,2010-2011,Master semestre 1,23
569,Advanced solid waste treatment,2011-2012,Master semestre 1,19
570,Advanced solid waste treatment,2012-2013,Master semestre 1,10
571,Advanced solid waste treatment,2012-2013,Master semestre 3,3
572,Advanced solid waste treatment,2013-2014,Master semestre 1,20
573,Advanced solid waste treatment,2013-2014,Master semestre 3,1
574,Advanced solid waste treatment,2013-2014,Semestre automne,1
575,Advanced solid waste treatment,2015-2016,Master semestre 1,20
576,Advanced steel design,2015-2016,Master semestre 2,47
577,Advanced steel design,2016-2017,Master semestre 2,41
578,Advanced steel design,2017-2018,Master semestre 2,35
579,Advanced steel design,2018-2019,Master semestre 2,31
580,Advanced steel design,2019-2020,Master semestre 2,32
581,Advanced stem cell biology (2013),2006-2007,edoc,6
582,Advanced stem cell biology (2013),2008-2009,edoc,5
583,Advanced stem cell biology (2013),2009-2010,edoc,3
584,Advanced stem cell biology (2013),2011-2012,edoc,2
585,Advanced strategies for the synthesis of bioactive compounds,2007-2008,Master semestre 2,4
586,Advanced techniques for the risk analysis of technical systems,2019-2020,Master semestre 2,2
587,Advanced theoretical computer science,2007-2008,Bachelor semestre 4,43
588,Advanced theoretical computer science,2008-2009,Bachelor semestre 4,33
589,Advanced theoretical computer science,2011-2012,Bachelor semestre 4,58
590,Advanced theoretical computer science,2012-2013,Bachelor semestre 4,41
591,Advanced topics in applied computer systems,2006-2007,edoc,5
592,Advanced topics in cryptology,2007-2008,edoc,5
593,Advanced topics in cryptology,2009-2010,edoc,1
594,Advanced topics in cryptology,2011-2012,edoc,4
595,Advanced topics in cryptology,2015-2016,edoc,1
596,Advanced topics in database systems,2008-2009,edoc,2
597,Advanced topics in database systems,2009-2010,edoc,2
598,Advanced topics in financial econometrics,2009-2010,Master semestre 1,2
599,Advanced topics in financial econometrics,2010-2011,Master semestre 1,8
600,Advanced topics in financial econometrics,2011-2012,Master semestre 1,10
601,Advanced topics in financial econometrics,2012-2013,Master semestre 1,6
602,Advanced topics in financial econometrics,2013-2014,Master semestre 1,10
603,Advanced topics in financial econometrics,2014-2015,Master semestre 1,17
604,Advanced topics in financial econometrics,2015-2016,Master semestre 1,9
605,Advanced topics in financial econometrics,2016-2017,Master semestre 1,9
606,Advanced topics in nuclear reactor materials,2011-2012,Master semestre 3,13
607,Advanced topics in nuclear reactor materials,2012-2013,Master semestre 3,4
608,Advanced topics in nuclear reactor materials,2013-2014,Master semestre 3,6
609,Advanced topics in nuclear reactor materials,2014-2015,Master semestre 3,7
610,Advanced topics in nuclear reactor materials,2015-2016,Master semestre 3,9
611,Advanced topics in nuclear reactor materials,2016-2017,Master semestre 3,4
612,Advanced topics in nuclear reactor materials,2017-2018,Master semestre 3,3
613,Advanced topics in nuclear reactor materials,2018-2019,Master semestre 3,2
614,Advanced topics in nuclear reactor materials,2019-2020,Master semestre 3,1
615,Advanced topics in software analysis and verification,2008-2009,Master semestre 2,9
616,Advanced topics on privacy enhancing technologies,2018-2019,Master semestre 1,4
617,Advanced topics on privacy enhancing technologies,2019-2020,Master semestre 2,14
618,Advanced topics on privacy enhancing technologies,2019-2020,Master semestre 4,3
619,Advanced transport phenomena,2006-2007,Master semestre 1,6
620,Advanced transport phenomena,2007-2008,Master semestre 1,5
621,Advanced transport phenomena,2008-2009,Master semestre 1,3
622,Advanced transport phenomena,2009-2010,Master semestre 1,13
623,Advanced transport phenomena,2010-2011,Bachelor semestre 6,66
624,Advanced transport phenomena,2010-2011,Master semestre 2,4
625,Advanced transport phenomena,2011-2012,Bachelor semestre 6,47
626,Advanced transport phenomena,2011-2012,Master semestre 2,6
627,Advanced transport phenomena,2012-2013,Bachelor semestre 6,33
628,Advanced transport phenomena,2012-2013,Master semestre 2,3
629,Advanced transport phenomena,2013-2014,Bachelor semestre 6,45
630,Advanced virtual reality systems and telepresence,2005-2006,edoc,13
631,Advanced virtual reality systems and telepresence,2006-2007,edoc,5
632,Advanced virtual reality systems and telepresence,2008-2009,edoc,8
633,Advanced wireless communications: algorithms and architectures,2012-2013,Master semestre 2,4
634,Advanced wireless communications: algorithms and architectures,2014-2015,Master semestre 2,4
635,Advanced wireless communications: algorithms and architectures,2015-2016,Master semestre 2,8
636,Advanced wireless communications: algorithms and architectures,2016-2017,Master semestre 2,4
637,Advanced wireless receivers,2017-2018,Master semestre 2,6
638,Advanced wireless receivers,2018-2019,Master semestre 2,6
639,Advanced wireless receivers,2019-2020,Master semestre 2,3
640,"Advances in Economics of Decision making under risk, un-certainty and crisis situations, for young leaders ",2008-2009,edoc,5
641,"Advances in Economics of Decision making under risk, un-certainty and crisis situations, for young leaders ",2009-2010,edoc,7
642,Advances in data management systems,2007-2008,edoc,3
643,Aerial robotics,2018-2019,Master semestre 2,17
644,Aerial robotics,2019-2020,Master semestre 2,8
645,Aerial robots,2017-2018,Master semestre 2,34
646,Aerodynamics,2016-2017,Master semestre 1,72
647,Aerodynamics,2016-2017,Semestre automne,1
648,Aerodynamics,2017-2018,Master semestre 1,68
649,Aerodynamics,2018-2019,Master semestre 1,81
650,Aerodynamics,2018-2019,Semestre automne,1
651,Aerodynamics,2019-2020,Master semestre 1,74
652,Aeroelasticity and fluid-structure interaction,2011-2012,Master semestre 1,23
653,Aeroelasticity and fluid-structure interaction,2012-2013,Master semestre 1,27
654,Aeroelasticity and fluid-structure interaction,2013-2014,Master semestre 1,47
655,Aeroelasticity and fluid-structure interaction,2014-2015,Master semestre 1,35
656,Air pollution,2007-2008,Master semestre 2,31
657,Air pollution,2008-2009,Master semestre 1,48
658,Air pollution,2009-2010,Master semestre 2,41
659,Air pollution,2010-2011,Master semestre 2,43
660,Air pollution,2011-2012,Master semestre 2,54
661,Air pollution,2012-2013,Master semestre 2,62
662,Air pollution and climate change,2005-2006,edoc,5
663,Air pollution and climate change,2013-2014,Master semestre 2,4
664,Air pollution and climate change,2013-2014,Master semestre 4,59
665,Air pollution and climate change,2014-2015,Master semestre 2,64
666,Air pollution and climate change,2015-2016,Master semestre 2,52
667,Air pollution and climate change,2016-2017,Master semestre 2,53
668,Air pollution and climate change,2017-2018,Master semestre 2,42
669,Air pollution and climate change,2017-2018,Semestre printemps,1
670,Air pollution and climate change,2018-2019,Master semestre 2,56
671,Air pollution and climate change,2019-2020,Master semestre 2,60
672,Algebra,2008-2009,Bachelor semestre 5,44
673,Algebra,2009-2010,Bachelor semestre 5,44
674,Algebra,2018-2019,Bachelor semestre 5,94
675,Algebra,2018-2019,Semestre automne,3
676,Algebra,2019-2020,Bachelor semestre 5,71
677,Algebra,2019-2020,Semestre automne,2
678,Algebra for digital communications,2004-2005,Master semestre 1,7
679,Algebra for digital communications,2004-2005,Master semestre 3,10
680,Algebra for digital communications,2005-2006,Master semestre 1,21
681,Algebra for digital communications,2006-2007,Master semestre 1,9
682,Algebra for digital communications,2007-2008,Master semestre 3,2
683,Algebraic K-theory,2010-2011,Master semestre 2,1
684,Algebraic K-theory,2012-2013,Master semestre 2,2
685,Algebraic K-theory,2014-2015,Master semestre 2,2
686,Algebraic K-theory,2019-2020,Master semestre 2,2
