,course_name,year,semester,section,nr_students
12688,Stem cell biology and technology,2010-2011,Master semestre 1,Bioingénierie,14
12689,Stem cell biology and technology,2010-2011,Master semestre 1,Sciences et technologies du vivant - master,5
12690,Stem cell biology and technology,2011-2012,Master semestre 1,Bioingénierie,5
12691,Stem cell biology and technology,2011-2012,Master semestre 1,Sciences et technologies du vivant - master,9
12692,Stem cell biology and technology,2012-2013,Master semestre 1,Bioingénierie,20
12693,Stem cell biology and technology,2012-2013,Master semestre 1,Sciences et technologies du vivant - master,8
12694,Stem cell biology and technology,2013-2014,Master semestre 1,Bioingénierie,8
12695,Stem cell biology and technology,2013-2014,Master semestre 1,Sciences et technologies du vivant - master,9
12696,Stem cell biology and technology,2014-2015,Master semestre 1,Bioingénierie,14
12697,Stem cell biology and technology,2014-2015,Master semestre 1,Sciences et technologies du vivant - master,16
12698,Stem cell biology and technology,2015-2016,Master semestre 1,Bioingénierie,19
12699,Stem cell biology and technology,2015-2016,Master semestre 1,Sciences et technologies du vivant - master,10
12700,Stem cell biology and technology,2016-2017,Master semestre 1,Bioingénierie,15
12701,Stem cell biology and technology,2016-2017,Master semestre 1,Sciences et technologies du vivant - master,11
12702,Stem cell biology and technology,2017-2018,Master semestre 1,Bioingénierie,25
12703,Stem cell biology and technology,2017-2018,Master semestre 1,Sciences et technologies du vivant - master,15
12704,Stem cell biology and technology,2018-2019,Master semestre 1,Bioingénierie,7
12705,Stem cell biology and technology,2018-2019,Master semestre 1,Ingénierie des sciences du vivant,37
12706,Stem cell biology and technology,2018-2019,Master semestre 1,Sciences et technologies du vivant - master,3
12707,Stem cell biology and technology,2019-2020,Master semestre 1,Bioingénierie,1
12708,Stem cell biology and technology,2019-2020,Master semestre 1,Ingénierie des sciences du vivant,57
12709,Stochastic calculus,2010-2011,Master semestre 1,Ingénierie financière,26
12710,Stochastic calculus,2018-2019,Master semestre 1,Ingénierie financière,39
12711,Stochastic calculus,2019-2020,Master semestre 1,Ingénierie financière,21
12712,Stochastic calculus,2019-2020,Semestre automne,Mineur en Ingénierie financière,1
12713,Stochastic calculus,2019-2020,edoc,Finance,3
12714,Stochastic calculus I,2008-2009,Master semestre 1,Ingénierie financière,6
12715,Stochastic calculus I,2008-2009,Master semestre 3,Systèmes de communication - master,1
12716,Stochastic calculus I,2009-2010,Master semestre 1,Ingénierie financière,24
12717,Stochastic calculus I,2009-2010,Master semestre 1,Systèmes de communication - master,14
12718,Stochastic calculus I,2011-2012,Master semestre 1,Ingénierie financière,24
12719,Stochastic calculus I,2012-2013,Master semestre 1,Ingénierie financière,30
12720,Stochastic calculus I,2013-2014,Master semestre 1,Ingénierie financière,47
12721,Stochastic calculus I,2014-2015,Master semestre 1,Ingénierie financière,30
12722,Stochastic calculus I,2015-2016,Master semestre 1,Ingénierie financière,26
12723,Stochastic calculus I,2016-2017,Master semestre 1,Ingénierie financière,27
12724,Stochastic calculus I,2017-2018,Master semestre 1,Ingénierie financière,26
12725,Stochastic calculus II,2008-2009,Master semestre 2,Ingénierie financière,8
12726,Stochastic calculus II,2008-2009,Master semestre 4,Systèmes de communication - master,1
12727,Stochastic calculus II,2011-2012,Master semestre 2,Ingénierie financière,24
12728,Stochastic calculus II,2012-2013,Master semestre 2,Ingénierie financière,30
12729,Stochastic calculus II,2013-2014,Master semestre 4,Ingénierie financière,43
12730,Stochastic calculus II,2014-2015,Master semestre 2,Ingénierie financière,30
12731,Stochastic calculus II,2015-2016,Master semestre 2,Ingénierie financière,25
12732,Stochastic calculus II,2016-2017,Master semestre 2,Ingénierie financière,25
12733,Stochastic calculus II,2017-2018,Master semestre 2,Ingénierie financière,27
12734,Stochastic calculus for Finance,2009-2010,Master semestre 2,Ingénierie financière,18
12735,Stochastic calculus for Finance,2010-2011,Master semestre 2,Ingénierie financière,24
12736,Stochastic methods,2016-2017,Master semestre 2,Microtechnique,4
12737,Stochastic models in communications and computer science,2004-2005,Master semestre 3,Systèmes de communication - master Eurecom,1
12738,Stochastic simulation,2017-2018,Master semestre 1,Ingénierie mathématique,6
12739,Stochastic simulation,2017-2018,Master semestre 1,Mathématiques - master,4
12740,Stochastic simulation,2017-2018,Master semestre 1,Science et ingénierie computationnelles,3
12741,Stochastic simulation,2018-2019,Master semestre 1,Ingénierie mathématique,3
12742,Stochastic simulation,2018-2019,Master semestre 1,Mathématiques - master,4
12743,Stochastic simulation,2018-2019,Master semestre 1,Science et ingénierie computationnelles,6
12744,Stochastic simulation,2019-2020,Master semestre 1,Ingénierie mathématique,6
12745,Stochastic simulation,2019-2020,Master semestre 1,Mathématiques - master,1
12746,Stochastic simulation,2019-2020,Master semestre 1,Science et ingénierie computationnelles,5
12747,Strategic marketing & technology commercialization,2010-2011,Master semestre 2,"Management, technologie et entrepreneuriat",29
12748,Strategic marketing & technology commercialization,2010-2011,Semestre printemps,Mineurs,2
12749,Strategic marketing & technology commercialization,2011-2012,Master semestre 1,"Management, technologie et entrepreneuriat",17
12750,Strategic marketing & technology commercialization,2012-2013,Master semestre 1,"Management, technologie et entrepreneuriat",11
12751,Strategic marketing & technology commercialization,2012-2013,Semestre automne,"Mineur en Management, technologie et entrepreneuriat",3
12752,Strategic marketing & technology commercialization,2013-2014,Master semestre 1,"Management, technologie et entrepreneuriat",32
12753,Strategic marketing & technology commercialization,2013-2014,Semestre automne,"Mineur en Management, technologie et entrepreneuriat",4
12754,Strategic marketing & technology commercialization,2013-2014,Semestre automne,UNIL - HEC,3
12755,Strategic marketing & technology commercialization,2014-2015,Master semestre 1,"Management, technologie et entrepreneuriat",59
12756,Strategic marketing & technology commercialization,2015-2016,Master semestre 1,"Management, technologie et entrepreneuriat",8
12757,Strategic marketing & technology commercialization,2015-2016,Semestre automne,UNIL - HEC,3
12758,Strategic marketing & technology commercialization,2017-2018,Master semestre 1,"Management, technologie et entrepreneuriat",19
12759,Strategic marketing & technology commercialization,2017-2018,Semestre automne,UNIL - HEC,1
12760,Strategic marketing & technology commercialization,2018-2019,Master semestre 1,Gestion de l'énergie et durabilité,5
12761,Strategic marketing & technology commercialization,2018-2019,Master semestre 1,"Management, technologie et entrepreneuriat",5
12762,Strategic marketing & technology commercialization,2019-2020,Master semestre 1,Gestion de l'énergie et durabilité,2
12763,Strategic marketing & technology commercialization,2019-2020,Master semestre 1,Humanités digitales,2
12764,Strategic marketing & technology commercialization,2019-2020,Master semestre 1,"Management, technologie et entrepreneuriat",3
12765,Strategic marketing management,2004-2005,Master semestre 1,Management de la technologie,13
12766,Strategic marketing management,2004-2005,Mineur semestre 1,Management de la technologie,3
12767,Strategic marketing management,2005-2006,Master semestre 1,Management de la technologie,15
12768,Strategic marketing management,2005-2006,Mineur semestre 1,Management de la technologie,13
12769,Structural stability,2019-2020,Master semestre 2,Génie civil,32
12770,Structure and reactivity,2004-2005,Master semestre 1,Chimie moléculaire et biologique,14
12771,Structure and reactivity,2005-2006,Master semestre 1,Chimie moléculaire et biologique,13
12772,Structure and reactivity,2006-2007,Master semestre 1,Chimie moléculaire et biologique,6
12773,Structure and reactivity,2007-2008,Master semestre 1,Chimie moléculaire et biologique,4
12774,Structure and reactivity,2008-2009,Master semestre 1,Chimie moléculaire et biologique,5
12775,Structure and reactivity,2009-2010,Master semestre 1,Chimie moléculaire et biologique,11
12776,Structure and reactivity,2010-2011,Master semestre 1,Chimie moléculaire et biologique,4
12777,Structure and reactivity,2011-2012,Master semestre 1,Chimie moléculaire et biologique,11
12778,Structure and reactivity,2012-2013,Master semestre 1,Chimie moléculaire et biologique,12
12779,Structure and reactivity,2013-2014,Master semestre 1,Chimie moléculaire et biologique,11
12780,Structure and reactivity,2014-2015,Master semestre 1,Chimie moléculaire et biologique,11
12781,Structure and reactivity,2015-2016,Master semestre 1,Chimie moléculaire et biologique,13
12782,Structure and reactivity,2015-2016,edoc,Chimie et génie chimique,1
12783,Structure and reactivity,2016-2017,Master semestre 1,Chimie moléculaire et biologique,22
12784,Structure and reactivity,2017-2018,Master semestre 1,Chimie moléculaire et biologique,9
12785,Structure and reactivity,2018-2019,Master semestre 1,Chimie moléculaire et biologique,12
12786,Structure and reactivity,2019-2020,Master semestre 1,Chimie moléculaire et biologique,11
12787,Structure et architecture,2006-2007,Master semestre 1,Génie civil,51
12788,Structure et architecture,2008-2009,Master semestre 1,Génie civil,36
12789,Structure et architecture,2010-2011,Master semestre 1,Génie civil,37
12790,Structure et architecture,2011-2012,Master semestre 2,Génie civil,35
12791,Structure et architecture,2012-2013,Master semestre 2,Génie civil,38
12792,Structure et architecture,2013-2014,Master semestre 4,Génie civil,53
12793,Structure et architecture,2014-2015,Master semestre 2,Génie civil,48
12794,Structure et architecture,2015-2016,Master semestre 2,Architecture,14
12795,Structure et architecture,2015-2016,Master semestre 2,Génie civil,21
12796,Structure et architecture,2016-2017,Master semestre 2,Architecture,46
12797,Structure et architecture,2016-2017,Master semestre 2,Génie civil,30
12798,Structure et architecture,2017-2018,Master semestre 2,Génie civil,21
12799,Structure et architecture,2017-2018,Master semestre 4,Architecture,44
12800,Structure et architecture,2018-2019,Master semestre 2,Architecture,40
12801,Structure et architecture,2018-2019,Master semestre 2,Génie civil,16
12802,Structure et architecture,2019-2020,Master semestre 2,Architecture,27
12803,Structure et architecture,2019-2020,Master semestre 2,Génie civil,25
12804,Structures 3D à parois minces,2004-2005,Master semestre 1,Génie civil,5
12805,Structures 3D à parois minces,2005-2006,Master semestre 1,Génie civil,13
